Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
11-Aug-14,6113.95,6125.85,6100.2,6117.65,506105454,11222.61
12-Aug-14,6158.6,6190.45,6139.85,6186.15,524620836,12213.78
13-Aug-14,6177.7,6205.25,6130.85,6167.2,855715695,16124.41
14-Aug-14,6178.25,6218,6168.55,6215.65,776219943,13774.51
18-Aug-14,6208.9,6298.35,6208.9,6294.1,634418582,13324.03
19-Aug-14,6316.2,6335.05,6309.1,6328.8,706830885,15552.35
20-Aug-14,6342.2,6342.2,6312.85,6321.65,645109377,13850.42
21-Aug-14,6324.9,6366.35,6313.15,6339.35,639992633,15247.04
22-Aug-14,6351.85,6367.8,6342.2,6352.35,600278297,13805.06
25-Aug-14,6366,6391.3,6327.1,6332.45,626490594,13012.2
26-Aug-14,6311.25,6340.6,6289.9,6328.45,679460631,13149.44
27-Aug-14,6352.1,6365.5,6339.25,6355.15,603135571,12789.36
28-Aug-14,6363.75,6378.95,6349.65,6360.75,826213553,18853.81
01-Sep-14,6388.1,6441.55,6388.1,6438.45,674009057,14006.07
02-Sep-14,6447.8,6499.8,6447.8,6484.35,720920721,15221.95
03-Sep-14,6506.5,6536.55,6500.5,6517.7,791181845,17748.11
04-Sep-14,6515.6,6515.6,6465.55,6501.95,917124340,15814.78
05-Sep-14,6506.6,6528.4,6476.15,6502.3,935381037,15719.04
08-Sep-14,6537.6,6580.8,6537.05,6578,736850346,15411.23
09-Sep-14,6574.65,6584.95,6553.65,6577.05,710895431,13434.11
10-Sep-14,6562.45,6563.15,6531.85,6540.25,777705103,14298.4
11-Sep-14,6558.4,6572.45,6527.95,6554.75,809539824,15615.26
12-Sep-14,6559.8,6579.3,6548.45,6572.7,756107313,15296.65
15-Sep-14,6547.25,6556.45,6518.05,6540.1,772665478,14009.32
16-Sep-14,6538.6,6550.25,6404.2,6411.25,943629294,16986.06
17-Sep-14,6445.25,6457.7,6401.55,6442.5,706496154,14916.23
18-Sep-14,6426.8,6563.95,6423.75,6560,812721018,15935.24
19-Sep-14,6574.45,6603.5,6551.15,6561.65,958407756,20631.99
22-Sep-14,6532.55,6586.8,6521,6576.6,639927808,13015.37
23-Sep-14,6577.7,6591.5,6459.05,6464.8,737996745,15774.97
24-Sep-14,6463.3,6481.3,6393.8,6437.25,823651102,15411.77
25-Sep-14,6438.7,6448.9,6319.15,6343.15,1154944405,20927.24
26-Sep-14,6319.85,6405.3,6286.5,6396.55,843527782,15985.83
29-Sep-14,6403.95,6435.05,6383,6408.3,602194173,11227.1
30-Sep-14,6399.05,6469.5,6384.8,6415.7,746377532,15497.82
01-Oct-14,6413.2,6431.2,6393.8,6398.05,770794395,11825.44
07-Oct-14,6369.35,6404.15,6318.75,6324.85,669176328,14141.01
08-Oct-14,6308.7,6341.8,6296,6316.65,611210727,13490.31
09-Oct-14,6348.65,6424.5,6348.65,6416.4,666727686,13241.82
10-Oct-14,6377.95,6386.8,6323.35,6330.35,648267853,14752.32
13-Oct-14,6307.7,6362.3,6284.55,6352.4,584224400,12360.89
14-Oct-14,6380.2,6384.55,6319.35,6339.9,716692595,14638.49
16-Oct-14,6317.2,6359.45,6208.55,6225.3,727917215,16010.09
17-Oct-14,6221.9,6283.5,6204,6255.15,664741505,15900.25
20-Oct-14,6346.95,6356.5,6317.55,6334.8,625617167,14662.76
21-Oct-14,6355.5,6384.7,6340.5,6378.15,605555748,14997.93
22-Oct-14,6431.4,6441.7,6418.55,6436.55,558154555,13081.81
23-Oct-14,6468.25,6469.85,6457.4,6463.25,129328879,2095.44
27-Oct-14,6498.75,6498.75,6434.95,6438.9,545877982,12311.01
28-Oct-14,6444,6469.3,6439.65,6465.15,505890545,12746.98
29-Oct-14,6500.65,6518.05,6487.4,6513.75,590003547,14202.27
30-Oct-14,6510.35,6575.65,6510.35,6570.3,831606309,19822.87
31-Oct-14,6598.05,6689.55,6598.05,6685.75,870102423,18704.19
03-Nov-14,6705.25,6709.15,6676.8,6704.3,872777060,15744.64
05-Nov-14,6726.6,6742.95,6707.55,6713.75,929519723,18391.5
07-Nov-14,6717.45,6734.1,6680.1,6720.95,799001255,20297.68
10-Nov-14,6728.2,6757.4,6701.2,6727.75,689248513,15110.55
11-Nov-14,6739.15,6761.2,6714.9,6753.1,794967751,15392.78
12-Nov-14,6767.8,6801.95,6767.8,6777.6,724121340,15625.55
13-Nov-14,6797.55,6798.55,6725.85,6753.55,783449417,15224.19
14-Nov-14,6758.95,6792.45,6749.8,6785.75,742753499,16531.76
17-Nov-14,6781.55,6829.3,6766.8,6825.75,728887553,15342.07
18-Nov-14,6835.8,6859.35,6822.7,6837.35,790376124,16312.43
19-Nov-14,6850.85,6860.7,6777.75,6797.7,727484396,16529.33
20-Nov-14,6815.15,6817.55,6767.6,6806.3,629116310,14062.97
21-Nov-14,6813.05,6864.45,6808.85,6847.3,644538292,15417.03
24-Nov-14,6863.6,6890.3,6858.1,6880.8,592761104,14229.21
25-Nov-14,6882.85,6882.85,6776.3,6810.45,1083011634,22856.42
26-Nov-14,6799.4,6843.2,6792.75,6825.45,639644870,14170.71
27-Nov-14,6825.95,6852,6819.85,6845.3,854706201,19070.79
28-Nov-14,6864.15,6944.05,6864.15,6918.05,773623720,19315.93
01-Dec-14,6931.5,6943.5,6894.05,6898.05,640052388,15694.04
02-Dec-14,6882.75,6909.45,6863.25,6895.7,667493631,15259.24
03-Dec-14,6903.25,6942.95,6901.75,6935.55,787255903,17087.25
04-Dec-14,6968,6995.7,6928.15,6960.75,788026044,16491.63
05-Dec-14,6975.75,6984.1,6927.35,6937.55,764883449,15327.7
08-Dec-14,6941.9,6948.8,6852.85,6857.15,688302921,21154.73
09-Dec-14,6855.2,6864.7,6761,6767.6,645395780,14429.98
10-Dec-14,6751.6,6809.85,6751.6,6796.25,603642580,14194.79
11-Dec-14,6784.4,6793,6725.9,6744.95,658754457,15025.32
12-Dec-14,6756.1,6774.7,6675.6,6680.55,670321290,14780.4
15-Dec-14,6632.4,6687.8,6632.4,6667.55,571914251,12768.51
16-Dec-14,6630.25,6643.75,6513.1,6525.2,838068760,16781.94
17-Dec-14,6501.8,6535.7,6410.35,6492.9,853399582,18764.51
18-Dec-14,6579.1,6633.45,6561.8,6625.6,669429611,15320.5
19-Dec-14,6684.15,6709,6661,6670.15,748936914,16492.41
22-Dec-14,6690.85,6748.4,6676.4,6744.15,524567014,11281.55
23-Dec-14,6748.35,6778.8,6692.55,6703,556335744,12310.95
24-Dec-14,6706.95,6718.45,6641.45,6650.6,918672720,20933.95
26-Dec-14,6672.15,6696.8,6635.25,6674.8,447217480,8154.2
29-Dec-14,6688.75,6741.45,6688.75,6718.6,489674632,9418.92
30-Dec-14,6730.65,6739.2,6708.65,6733.75,512338633,9712.79
31-Dec-14,6730.5,6779.3,6730.5,6773.65,532187256,10692.56
01-Jan-15,6767.6,6794.25,6755,6786.1,440905954,7133.12
02-Jan-15,6792.4,6883.05,6792.4,6866.45,617743719,12163.31
05-Jan-15,6877.35,6913.25,6848.25,6857.45,614330577,12316.5
06-Jan-15,6817.65,6817.65,6646.4,6656.8,716905569,15639.56
07-Jan-15,6653.65,6680.5,6605.4,6644.95,723294637,15077.63
08-Jan-15,6715.35,6758.25,6708,6755.45,654891539,15779.94
09-Jan-15,6798.45,6811.3,6727.35,6783,656149896,17326.21
12-Jan-15,6790.6,6819.1,6763.2,6815.05,565061352,12421.73
13-Jan-15,6835.25,6846.7,6777.7,6801.4,633102324,15131.78
14-Jan-15,6810.2,6828.9,6759.55,6787.15,617337112,14764.03
15-Jan-15,6897.15,6962.15,6870.95,6937.5,908184374,19812.02
16-Jan-15,6945.1,6970.95,6913.35,6961.45,793395731,17233.77
19-Jan-15,6988.3,7013.3,6984.45,6992.15,753124977,13719.9
20-Jan-15,7013.15,7088.55,7013.15,7080.65,715528499,15985.18
21-Jan-15,7100.5,7117,7071.9,7099.6,740149235,18544.05
22-Jan-15,7111.65,7136.1,7092.95,7121.85,828372340,17142.24
23-Jan-15,7176,7191.9,7137.45,7170.25,853708400,19519.47
27-Jan-15,7197.75,7236.8,7169.8,7229.05,753389390,19569.08
28-Jan-15,7224.75,7290.45,7210.65,7241.55,836268363,20684.89
29-Jan-15,7234.4,7264.55,7203.25,7257.25,968369702,23522.36
30-Jan-15,7293.25,7293.25,7140.15,7166.7,1151032544,22907.98
02-Feb-15,7164.6,7196.6,7142,7172.9,860671249,19402.58
03-Feb-15,7196.75,7203.75,7124.2,7137.45,870521232,19721.84
04-Feb-15,7164.8,7164.8,7095.3,7108.75,921727881,18341.77
05-Feb-15,7116.8,7176.7,7056.4,7076.65,797466152,17948.37
06-Feb-15,7070.05,7087.2,7019.7,7029.45,787820408,15785.28
09-Feb-15,6973.35,6978.65,6915.45,6922.35,707969352,14045.32
10-Feb-15,6889.25,7022.95,6888.05,6959.9,833633496,18500.44
11-Feb-15,6990.45,7040.45,6990.35,7031.8,741572390,15508.63
12-Feb-15,7071.15,7117.2,7032.2,7108.2,881187542,18085.53
13-Feb-15,7134.1,7186.3,7129.8,7176.2,853451640,19533.58
16-Feb-15,7200.6,7227.05,7162,7175,926158576,15575.88
18-Feb-15,7182.2,7242.45,7182.2,7228.55,1065299979,19867.42
19-Feb-15,7245.55,7258.95,7168,7242.85,917135398,18532.97
20-Feb-15,7250.75,7250.75,7194.9,7209.4,873700553,16009.42
23-Feb-15,7233.35,7237.15,7134.5,7147.55,707217272,14892.67
24-Feb-15,7162.55,7171.45,7123.2,7146.6,741277539,15717.58
25-Feb-15,7177.45,7204.75,7134.25,7144.2,670750425,14673.89
26-Feb-15,7154.75,7154.75,7066.05,7077.5,838034434,20907.71
27-Feb-15,7111.1,7217.05,7111.1,7210.3,1114198291,23844.28
28-Feb-15,7262.7,7273.1,7131.4,7239.45,1136488436,19247.52
02-Mar-15,7281.85,7308,7234.95,7299.65,955723876,21828.82
03-Mar-15,7309.5,7352.6,7288.05,7345.55,849662756,19163.59
04-Mar-15,7426.8,7428.1,7260.6,7279.8,1094409207,23859.81
05-Mar-15,7287.8,7314.8,7238.5,7303.35,803172306,17631.39
09-Mar-15,7267.15,7267.15,7162.3,7171.5,748536444,16385.38
10-Mar-15,7184.4,7199,7116.75,7141.7,677089532,17050.92
11-Mar-15,7156.15,7166.2,7115.8,7126.6,747101793,16748.85
12-Mar-15,7158.85,7209.8,7158.85,7202.6,803300219,16751.1
13-Mar-15,7253.75,7253.75,7089.2,7099.9,801685829,18182.62
16-Mar-15,7111.05,7111.3,7064.55,7078.95,620221902,15077.73
17-Mar-15,7122.1,7166.4,7087.25,7154.05,687747826,16877.7
18-Mar-15,7172.65,7175.1,7120.65,7137.05,756935127,16104.65
19-Mar-15,7189.55,7217.7,7086.25,7096.75,713921214,16800.35
20-Mar-15,7096.2,7096.2,7016.05,7028.2,844259401,18682.62
23-Mar-15,7045.8,7053.1,6990.15,6997.6,615398522,12306.14
24-Mar-15,6991.7,7040.15,6980.3,6984.75,596568493,14343.52
25-Mar-15,7005.25,7006.3,6963.7,6972.45,603834063,14844.08
26-Mar-15,6934.2,6945.65,6836.15,6846.25,836084545,22240
27-Mar-15,6889.1,6894.75,6778.45,6846.6,724904818,16842.93
30-Mar-15,6889.35,6976.75,6889.2,6969.95,585320913,12870.29
31-Mar-15,7001.7,7020.8,6952.35,6978.15,726549046,15817.94
01-Apr-15,6975.8,7068.85,6964.65,7060.2,617338059,13819.26
06-Apr-15,7087.05,7131.55,7059.65,7126.75,703091643,15365.57
07-Apr-15,7148.85,7158.1,7083.65,7144.4,797008749,16182.63
08-Apr-15,7176.7,7205.75,7168.4,7193.6,856968268,18046.87
09-Apr-15,7229.9,7237.35,7171.1,7234,760077725,17385.91
10-Apr-15,7236,7251.45,7217.45,7246.05,730297787,16017.26
13-Apr-15,7266.15,7292,7245.6,7286.2,627519792,14212.19
15-Apr-15,7299.55,7299.55,7205.45,7224.2,761813703,18166.55
16-Apr-15,7233.85,7233.85,7134.5,7183.35,644051604,16465.23
17-Apr-15,7180.4,7180.4,7087.1,7093.85,553715711,15954.19
20-Apr-15,7104.65,7104.65,6933,6958,575261583,16159.41
21-Apr-15,6943.5,6977.1,6890.1,6908,830771116,39766.23
22-Apr-15,6928.3,6948.5,6836.65,6938,634738684,17796.3
23-Apr-15,6978.35,7002.55,6899.5,6922.4,546383034,15979.66
24-Apr-15,6931.55,6931.55,6804.2,6826.55,607908476,17623.96
27-Apr-15,6846.7,6846.7,6715.9,6723.9,653165206,17747.66
28-Apr-15,6720.65,6808,6698.45,6794.65,670114237,17837.33
29-Apr-15,6793.7,6823.1,6757.9,6781.7,593662671,15440.59
30-Apr-15,6771.05,6771.05,6714.95,6749.65,873175925,23820.6
04-May-15,6790.8,6883.2,6788.55,6873.4,575305200,15215.53
05-May-15,6880.65,6900.45,6847.4,6878.5,593347238,16090.66
06-May-15,6869.95,6871.9,6671.35,6680.9,752720178,19387.72
07-May-15,6667.5,6688.75,6572.7,6616.85,702257725,16350.01
08-May-15,6676.15,6752.65,6676.15,6728.9,603127164,15486.08
11-May-15,6771.35,6843.3,6765.05,6839,577152172,15154.28
12-May-15,6842.6,6842.6,6683.15,6689.4,613938581,15392.28
13-May-15,6733.3,6793.2,6677.95,6780.4,699598005,17387.28
14-May-15,6778.5,6804.15,6720,6796.75,616063833,14716.89
15-May-15,6813.1,6842.15,6798.75,6827.05,632000161,14076.37
18-May-15,6845.85,6916.1,6839.3,6910.85,626581863,13903.37
19-May-15,6901.7,6955.05,6886.9,6909.7,650946468,14165.75
20-May-15,6933.8,6966.25,6933.6,6944.4,536247704,13239.89
21-May-15,6956.2,6958.15,6909.75,6938.75,521044888,14094.42
22-May-15,6951.35,6988.3,6941.4,6964.45,606065340,15407.01
25-May-15,6953.25,6956.8,6907.1,6911.15,530017016,10996.01
26-May-15,6919.5,6921.3,6876.2,6890.6,512564370,12672.92
27-May-15,6858.55,6890.55,6842.8,6885.1,548240135,15736.72
28-May-15,6895.35,6904.9,6828.1,6867.75,746618817,21207.89
29-May-15,6878.5,6963.95,6864.85,6959.85,1041562709,41518.66
01-Jun-15,6947.7,6980.65,6947.7,6957.45,514148338,13671.5
02-Jun-15,6966.5,6966.5,6793,6799.45,604800850,14580.78
03-Jun-15,6798.4,6798.4,6645.85,6703.45,1492714910,16663.75
04-Jun-15,6719.55,6720.9,6646.3,6704.75,862125701,14330.31
05-Jun-15,6693.25,6754.4,6683.2,6700.7,637438795,13293.19
08-Jun-15,6710.25,6710.25,6622.35,6631.3,541444000,11630.15
09-Jun-15,6617.8,6640.7,6597.35,6612.9,569008683,12069.24
10-Jun-15,6617.75,6710.7,6617.75,6691.25,589292040,12189.05
11-Jun-15,6721.85,6724.35,6564.45,6568.5,659334403,13859.32
12-Jun-15,6562.05,6584.3,6543.55,6577.4,568246235,11454.89
15-Jun-15,6584.7,6634.2,6558.6,6600.65,521419931,10549.85
16-Jun-15,6598.25,6636.3,6555.15,6627,504342956,11037.04
17-Jun-15,6657.55,6711.95,6639.15,6680.8,580640167,14349.33
18-Jun-15,6698.65,6753.9,6697.7,6746.85,566075191,13818.01
19-Jun-15,6770.35,6803.8,6768.1,6785.1,569897405,14934.63
22-Jun-15,6813.35,6896.95,6813.35,6889.7,711611697,12892.68
23-Jun-15,6909.3,6930.15,6877.5,6912.45,625432685,12721.65
24-Jun-15,6926.9,6938.25,6871.65,6887.8,641556300,14373.88
25-Jun-15,6871.35,6930.9,6870.35,6917.55,872271190,19039.58
26-Jun-15,6913.25,6924.15,6873.1,6908.85,747397852,13158.39
29-Jun-15,6792.9,6848.95,6752.75,6843.95,619321701,12502.69
30-Jun-15,6844.2,6900.05,6843.35,6897.2,647930413,15503
01-Jul-15,6908.6,6987.7,6908.6,6972.3,632728955,14246.52
02-Jul-15,6992.55,7010.2,6974.35,6983.35,616817144,13757.11
03-Jul-15,6984.65,7028.15,6984.6,7003.95,523087305,11252.87
06-Jul-15,6922.9,7048.35,6922.9,7043.4,612378797,12514.25
07-Jul-15,7052.65,7081.95,7025.2,7051.05,689494844,14407.78
08-Jul-15,6993.65,7020,6919.6,6939.7,795745208,16946.73
09-Jul-15,6947.7,6973.5,6910.2,6915.35,620157644,13234.7
10-Jul-15,6948.9,6958.3,6906.6,6935.55,594062809,14234
13-Jul-15,6964.15,7021.85,6940.25,7016.55,521409812,12433.01
14-Jul-15,7030.65,7042.4,7002,7020.25,621925261,12783.12
15-Jul-15,7030.85,7075.25,7030.85,7065.65,588611257,12467.63
16-Jul-15,7086,7142.2,7086,7136.8,554228745,13360.61
17-Jul-15,7154.25,7166.95,7132.6,7148.05,576002609,12926.23
20-Jul-15,7161.5,7161.5,7121.15,7148.5,552127302,11939.07
21-Jul-15,7151.65,7167.25,7060.55,7070.3,683923538,17528.11
22-Jul-15,7058.6,7154.35,7051.25,7149.45,586652530,14201.44
23-Jul-15,7164.4,7172.7,7120,7129.35,599919973,16073.55
24-Jul-15,7131,7131.9,7068.6,7074.95,585624545,15526.73
27-Jul-15,7055.7,7055.7,6950.8,6955.35,579250542,14678.33
28-Jul-15,6968.15,6983.7,6930,6935.65,661258322,16209.63
29-Jul-15,6960.15,6977.55,6944.45,6974.15,638809000,15133.39
30-Jul-15,7008.75,7046.15,7006.55,7019.6,976712720,20071.73
31-Jul-15,7045.7,7117.2,7045.7,7106.2,813030812,19001.54
03-Aug-15,7099.75,7146.9,7099.75,7129,889632425,16617.8
04-Aug-15,7150.2,7154.05,7074.75,7136.3,836110319,19457.8
05-Aug-15,7166.75,7207.95,7166.75,7186.25,964409732,17185.91
06-Aug-15,7203.3,7214.3,7174.35,7202,844121506,15788.36
07-Aug-15,7200.2,7213,7175,7183.85,724254694,15202.23
10-Aug-15,7197.3,7233.75,7138.35,7157.55,693133942,14368.09
11-Aug-15,7179.2,7179.2,7079.15,7101.1,684858238,15138.49
12-Aug-15,7086.75,7086.75,6979.6,6986.45,765781095,17391.27
13-Aug-15,7017.85,7059.15,6964.85,6976.6,773499683,16114.09
14-Aug-15,7015.8,7120,7001.15,7112.5,768383354,16072.28
17-Aug-15,7125.5,7125.5,7048.45,7098.7,674150488,14402.07
18-Aug-15,7126.35,7147.95,7076.5,7106.4,648664371,15230.07
19-Aug-15,7108.3,7148.95,7079.55,7125.85,722603011,15321.71
20-Aug-15,7111.85,7130.3,7010.7,7016.95,865581906,18669.26
21-Aug-15,6955.9,6973.9,6889,6961,760431657,17986.85
24-Aug-15,6753.45,6753.45,6468.05,6493.85,1147111609,25631.24
25-Aug-15,6567.55,6601.3,6352.9,6569.85,1247793445,25648.13
26-Aug-15,6560.15,6621.3,6487,6513.35,814064447,18429.6
27-Aug-15,6622.45,6667.05,6583.1,6657.25,1025402560,24585.37
28-Aug-15,6738.8,6772.75,6666.65,6694.45,749490168,17250.21
31-Aug-15,6700.1,6730.05,6649.65,6669.35,703086874,20947.23
01-Sep-15,6617,6642.4,6490.2,6522.25,651253366,16376.75
02-Sep-15,6577.65,6577.65,6464.5,6475.65,657903683,17049.22
03-Sep-15,6523.45,6580.75,6515.45,6560.05,620013894,13945.62
04-Sep-15,6548.45,6548.45,6392.85,6421.05,766197222,15727.26
07-Sep-15,6444.8,6458.6,6316.7,6323.4,541472662,11290.58
08-Sep-15,6344.85,6436.1,6286.7,6407,668968141,14726.85
09-Sep-15,6501.75,6545,6480.9,6522.3,735251430,15687.72
10-Sep-15,6447.4,6526,6403.95,6504.5,606514240,14337.68
11-Sep-15,6544.7,6566.25,6491.65,6511.55,612805585,12783.86
14-Sep-15,6536.2,6586.65,6504.4,6582.7,560619626,11347.29
15-Sep-15,6583.65,6595.3,6523.85,6543.25,516459524,12233.17
16-Sep-15,6589.7,6590.15,6549.2,6571.6,498907681,12820.23
18-Sep-15,6628.15,6694.6,6626.25,6636.95,888527920,21355.83
21-Sep-15,6586.8,6654.5,6586.15,6647.15,744668000,12918.83
22-Sep-15,6680.3,6686.6,6512.8,6528.55,716792790,15781.84
23-Sep-15,6468.15,6576.6,6457.25,6553.9,710694708,14484.99
24-Sep-15,6553.5,6592.55,6529.4,6573.9,799452620,18319.77
28-Sep-15,6595.35,6595.35,6519.35,6524.25,568626897,13023.68
29-Sep-15,6465.1,6605.9,6434.5,6552.35,851254375,19133.55
30-Sep-15,6614,6651.65,6585.9,6646.1,704097336,17972.32
01-Oct-15,6685.65,6694.1,6640.8,6654.5,631634015,15593.29
05-Oct-15,6700.8,6794.35,6700.8,6789.1,699518111,17003.44
06-Oct-15,6835.95,6835.95,6778.85,6818.65,788991483,16777.1
07-Oct-15,6817.65,6845.2,6807.6,6835.8,966268889,15631.8
08-Oct-15,6850.4,6850.4,6776.1,6793.8,754274522,14394.86
09-Oct-15,6840.1,6869.7,6795.7,6829.4,767939114,14637.91
12-Oct-15,6861.4,6868.4,6788.9,6802.3,753034659,13307
13-Oct-15,6794.55,6809.9,6762.5,6797.55,666807452,12812.89
14-Oct-15,6782.5,6810.45,6780.7,6786.05,681335762,12810.46
15-Oct-15,6810.75,6842.4,6810.75,6834.05,701170659,14030.47
16-Oct-15,6850.55,6874.9,6813.25,6870.85,629101195,13470.28
19-Oct-15,6891.05,6911.5,6876,6907.7,626866060,13197.26
20-Oct-15,6916.95,6931.8,6881.75,6907.1,790141696,15299.73
21-Oct-15,6908.8,6931.95,6867.4,6895.75,761599173,13771.07
23-Oct-15,6944.1,6952,6904.85,6913.05,636890433,13954.91
26-Oct-15,6943.55,6943.55,6875.65,6882.6,570619454,12949.35
27-Oct-15,6863,6874.4,6855.6,6870.35,597903408,14662.73
28-Oct-15,6843.55,6859.6,6798.15,6828.15,682002147,16887.06
29-Oct-15,6833.1,6833.1,6777.65,6784.85,877444823,20047.76
30-Oct-15,6796.05,6815.8,6733.85,6750.95,768712194,17182.35
02-Nov-15,6747.4,6747.65,6695.4,6740.9,650924369,13016.63
03-Nov-15,6771.95,6781.6,6733.5,6755.15,616363626,13036.79
04-Nov-15,6790.1,6796.35,6733.55,6741.2,571326606,12587.81
05-Nov-15,6734.8,6734.8,6654.1,6661.7,586614597,12426.2
06-Nov-15,6663.4,6693,6629.15,6650.1,644432802,14735.74
09-Nov-15,6516.2,6657.4,6500.95,6641.4,681210125,15771.89
10-Nov-15,6618,6624.7,6528.95,6536.45,653082017,13199.59
11-Nov-15,6585.65,6589.5,6581.85,6585.15,125607446,2055.53
13-Nov-15,6540.25,6540.5,6500.75,6526.6,574148910,14498.93
16-Nov-15,6506.6,6573.5,6487.45,6551.45,621563178,12830.07
17-Nov-15,6586.4,6595.3,6547.7,6580.8,668032405,13092.1
18-Nov-15,6574.8,6591.6,6502.65,6507.55,751900118,12361.45
19-Nov-15,6551.35,6601.9,6537.6,6594.55,580948042,13010.48
20-Nov-15,6599,6649.75,6586.7,6615.65,681810101,14142.99
23-Nov-15,6630.3,6639.4,6599.45,6615.5,501807354,11953.67
24-Nov-15,6610.15,6636.25,6602,6609.1,641304270,13192.51
26-Nov-15,6618.5,6653.95,6618.5,6644.9,941752342,19678.68
27-Nov-15,6667.9,6696.85,6646.45,6686.9,791865123,13709.89
30-Nov-15,6686.55,6706.85,6679.45,6686.1,1066677028,26193.21
01-Dec-15,6707.55,6721.15,6694.7,6712.5,781949185,13954.4
02-Dec-15,6731.35,6731.35,6680.6,6699.8,668208826,12971.34
03-Dec-15,6680,6685.8,6641.55,6649.5,759410415,13284.65
04-Dec-15,6612.8,6618.1,6581.9,6584.9,803088567,14480.8
07-Dec-15,6615.25,6622.5,6566,6576.85,605829479,11855.48
08-Dec-15,6556.6,6582.9,6504.6,6515.15,656349942,11394.1
09-Dec-15,6510,6511.95,6420.95,6425.35,670013213,12847.39
10-Dec-15,6451.7,6488.45,6420.85,6484.25,683923198,13088.11
11-Dec-15,6499.3,6499.3,6399.95,6425.45,663041827,13663.41
14-Dec-15,6389.7,6467.2,6386.45,6457.6,577239636,12145.2
15-Dec-15,6467.1,6504.3,6446.85,6501.75,504286006,11486.9
16-Dec-15,6524.9,6562.75,6518.2,6535.45,625731553,12858.76
17-Dec-15,6565.6,6626.6,6538.2,6621.75,714784551,14677.85
18-Dec-15,6611.35,6620.85,6565.55,6570.8,706698471,15427.58
21-Dec-15,6563.65,6630.7,6562,6628.05,563240660,10967.46
22-Dec-15,6629.75,6644.8,6590.8,6595.85,624254283,10993.52
23-Dec-15,6630.3,6656.45,6630.3,6652.75,529647513,10042.13
24-Dec-15,6672.6,6672.6,6637.4,6656.75,563750645,9702.75
28-Dec-15,6663.45,6707.25,6663.45,6700.7,537406257,11208.92
29-Dec-15,6707.65,6717.25,6685.45,6705.25,619767104,11478.76
30-Dec-15,6715.8,6718.3,6681,6685.45,583010604,10716.23
31-Dec-15,6690.65,6727.75,6687.45,6724.75,822731398,16356.17
01-Jan-16,6723.1,6758.55,6707.45,6753.65,560271338,8608.25
04-Jan-16,6729.5,6748.4,6622.5,6630.8,817612445,13795.28
05-Jan-16,6659.85,6664.1,6614.95,6639.5,865892515,14223.24
06-Jan-16,6645.05,6660.3,6593.05,6607.65,813457542,15173.51
07-Jan-16,6550.4,6550.4,6437.9,6446.85,794452677,15306.88
08-Jan-16,6483.95,6512.35,6466.7,6490.85,682275199,13323.54
11-Jan-16,6434,6485.05,6395.65,6451.85,731888598,13663.81
12-Jan-16,6471,6471.1,6391.8,6405.45,708059370,13327.51
13-Jan-16,6445.65,6467,6294.3,6415.95,1031466961,18408.93
14-Jan-16,6334.8,6433.95,6304.1,6378.2,794013691,15923.41
15-Jan-16,6400.9,6403.05,6257.25,6262.4,784242924,15415.74
18-Jan-16,6247.2,6273.2,6139.7,6149.15,867503369,15912.39
19-Jan-16,6172.45,6243.1,6156.05,6225.2,731445205,13441.95
20-Jan-16,6163.2,6163.2,6055.3,6115.75,794264340,15457.59
21-Jan-16,6171.2,6196.3,6067.3,6092.05,805563247,16170.07
22-Jan-16,6157.7,6222.75,6137.45,6216.7,703583091,13712.78
25-Jan-16,6259.8,6275.5,6226.4,6234.45,556604060,11200.24
27-Jan-16,6263.25,6271.7,6221.5,6242.4,619840386,13211.72
28-Jan-16,6235.05,6261.85,6224.8,6230,896935955,18576.1
29-Jan-16,6228.05,6346.2,6228.05,6339.45,825584163,18789.47
01-Feb-16,6367.35,6374.55,6330.8,6341.6,624956178,14846.29
02-Feb-16,6351.6,6359.15,6235.15,6252.2,758161202,15499.26
03-Feb-16,6198.55,6209.95,6159.25,6166.2,910126115,13687.15
04-Feb-16,6213.25,6236.85,6154.05,6186.25,752740453,14638.83
05-Feb-16,6201.45,6280.15,6191.3,6270.5,694943902,15429.88
08-Feb-16,6277.75,6302.2,6195.6,6209.8,626019580,11651.61
09-Feb-16,6146,6154.8,6112.1,6125.6,626436046,13331.16
10-Feb-16,6100.8,6102.7,6022.2,6051.95,862708388,15583.56
11-Feb-16,6042.4,6042.4,5831.1,5843.2,1023929133,17022.11
12-Feb-16,5878.8,5878.8,5722.8,5833.4,1178283507,19717.43
15-Feb-16,5903.8,6013.55,5903.8,5999.05,864082667,16363
16-Feb-16,6028.05,6028.05,5882.85,5889.1,715227188,13607.73
17-Feb-16,5897.9,5940.95,5801.05,5930.15,821484359,14552.39
18-Feb-16,5986.85,6016.8,5937.45,5988.8,683618513,13927.19
19-Feb-16,5973.35,6009.05,5955.5,6000.4,578571470,10847.21
22-Feb-16,6007.15,6034.65,6000.3,6024.15,478882771,10359.52
23-Feb-16,6031.6,6031.6,5923.75,5930.9,590009609,11852.33
24-Feb-16,5906.5,5911.95,5853.35,5859.75,636267945,11787.29
25-Feb-16,5871.5,5871.5,5810.65,5816.5,907653697,16324.91
26-Feb-16,5870.55,5878.9,5818.5,5852.9,603049266,12378.73
29-Feb-16,5869.85,5897.95,5717,5829.95,1100649245,23212.57
