Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
24-Jul-13,4629.4,4635.45,4570.2,4588.25,510324658,11195.69
25-Jul-13,4574.15,4585.45,4526.25,4531.8,688570828,13891.69
26-Jul-13,4552.1,4557.85,4491.65,4507.25,525522677,11102.38
29-Jul-13,4496.3,4500.2,4456.75,4459.9,463944315,8529.61
30-Jul-13,4462.5,4471.95,4386.65,4390.35,536961572,9785.7
31-Jul-13,4376.95,4383.35,4319.7,4379.65,724307725,14038.11
01-Aug-13,4402.7,4428.4,4322.25,4354,701539684,12462.87
02-Aug-13,4369.35,4376.8,4290.15,4314.95,666357410,11072.6
05-Aug-13,4320.15,4339.95,4299.45,4323.35,562802292,9387.66
06-Aug-13,4305.15,4305.15,4199.55,4214.15,617918538,10395.09
07-Aug-13,4217.8,4240.5,4184.85,4213.85,677807191,11997.84
08-Aug-13,4208.45,4255.3,4208.45,4250.35,551636280,10626.66
12-Aug-13,4279.1,4311.8,4249.55,4293.2,534679026,10793.72
13-Aug-13,4286.75,4363.7,4276.1,4360.65,585815376,11037.38
14-Aug-13,4372.5,4398.05,4362.45,4392.05,616227453,10982.87
16-Aug-13,4365.6,4368.25,4217.1,4224.3,631317873,13386.15
19-Aug-13,4214.55,4214.55,4114.85,4151.95,565562909,10727.08
20-Aug-13,4109.75,4149.05,4077.85,4138.4,627527414,11928.09
21-Aug-13,4202.25,4209.55,4048.55,4069.45,660888077,13153.85
22-Aug-13,4052.95,4142.7,4032.15,4136.1,651091263,13293.52
23-Aug-13,4152.05,4187.7,4124.75,4183.65,564174054,11627.54
26-Aug-13,4203.95,4228,4179.25,4194.5,538070771,9911.25
27-Aug-13,4163.3,4163.3,4054.7,4060.7,623450162,11750.83
