"Plan_name","fund_family","fund_class","fund_type","investment_plan","minimum_investment","last_divident","bonus","entry_load","exit_load","benchmark","launch_date","performance_returns_1_mth","performance_r16urns_3_mth","performance_returns_6_mth","performance_returns_1_year","performance_returns_2_year","performance_returns_3_year","performance_returns_5_year","performance_r15k_1_mth","performance_rank_3_mth","performance_rank_6_mth","performance_rank_1_year","performance_rank_2_year","performance_rank_3_year","performance_r14k_5_year","performance_absolute_returns_2017_Qtr1","performance_absolute_returns_2016_Qtr1","performance_absolute_returns_2015_Qtr1","performance_absolute_returns_2014_Qtr1","performance_absolute_returns_2013_Qtr1","performance_a13olute_returns_2017_Qtr2","performance_absolute_returns_2016_Qtr2","performance_absolute_returns_2015_Qtr2","performance_absolute_returns_2014_Qtr2","performance_absolute_returns_2013_Qtr2","performance_absolute_returns_2017_Qtr3","performance_a12olute_returns_2016_Qtr3","performance_absolute_returns_2015_Qtr3","performance_absolute_returns_2014_Qtr3","performance_absolute_returns_2013_Qtr3","performance_absolute_returns_2017_Qtr4","performance_absolute_returns_2016_Qtr4","performance_ab11lute_returns_2015_Qtr4","performance_absolute_returns_2014_Qtr4","performance_absolute_returns_2013_Qtr4","performance_absolute_returns_2017_annual","performance_absolute_returns_2016_annual","performance_absolute_returns_2015_annual","performance_ab10lute_returns_2014_annual","performance_absolute_returns_2013_annual","nav_52_week_high","nav_52_week_low","portfolio_equity_1","portfolio_equity_2","portfolio_equity_3","portfolio_equity_4","portfolio_equity_5","portfolio_equity_6","portfolio_equity_7","portfolio_equity_8","portfolio_equity_9","portfolio_equity_10","portfolio_sector_1","portfolio_sector_2","portfolio_sector_3","portfolio_sector_4","portfolio_sector_5","portfolio_sector_6","portfolio_sector_7","portfolio_sector_8","portfolio_sector_9","portfolio_sector_10","portfolio_value_1","portfolio_value_2","portfolio_value_3","portfolio_value_4","portfolio_value_5","portfolio_value_6","portfolio_value_7","portfolio_value_8","portfolio_value_9","portfolio_value_10","portfolio_asset_1","portfolio_asset_2","portfolio_asset_3","portfolio_asset_4","portfolio_asset_5","portfolio_asset_6","portfolio_asset_7","portfolio_asset_8","portfolio_asset_9","portfolio_asset_10","portfolio_asset_allocation_eqity","portfolio_asset_allocation_others","portfolio_asset_allocation_debt","portfolio_asset_allocation_mutual_funds","portfolio_asset_allocation_money_market","portfolio_asset_allocation_cash_call","portfolio_conc1tration_holding_top5","portfolio_concentration_holding_top10","portfolio_concentration_sector_top3","portfolio_sector_right_bottom_1","portfolio_sector_right_bottom_2","portfolio_sector_right_bottom_3","portfolio_sector_right_bottom_4","portfolio_sector_right_bottom_5","portfolio_sector_right_bottom_6","portfolio_sector_percentage_right_bottom_1","portfolio_sector_percentage_right_bottom_2","portfolio_sector_percentage_right_bottom_3","portfolio_sector_percentage_right_bottom_4","portfolio_sector_percentage_right_bottom_5","portfolio_sector_percentage_right_bottom_6","portfolio_sector_high_right_bottom_1","portfolio_sector_high_right_bottom_2","portfolio_sector_high_right_bottom_3","portfolio_sector_high_right_bottom_4","portfolio_sector_high_right_bottom_5","portfolio_sector_high_right_bottom_6","portfolio_sector_low_right_bottom_1","portfolio_sector_low_right_bottom_2","portfolio_sector_low_right_bottom_3","portfolio_sector_low_right_bottom_4","portfolio_sector_low_right_bottom_5","portfolio_sector_low_right_bottom_6","asset_size_1date","asset_size_1value","asset_size_2date","asset_size_2value","asset_size_3date","asset_size_3value","asset_size_4date","asset_size_4value","asset_size_5date","asset_size_5value","asset_size_6date","asset_size_6value","asset_size_7date","asset_size_7value","asset_size_8date","asset_size_8value","asset_size_9date","asset_size_9value","asset_size_10date","asset_size_10value","asset_size_11date","asset_size_11value","asset_size_12date","asset_size_12value","asset_size_13date","asset_size_13value","asset_size_14date","asset_size_14value","asset_size_15date","asset_size_15value","asset_size_16date","asset_size_16value","asset_size_17date","asset_size_17value","asset_size_18date","asset_size_18value","asset_size_19date","asset_size_19value","asset_size_20date","asset_size_20value","asset_size1","asset_date","riskometer"
"Aditya Birla Sun Life Short Term Opportunities Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Credit Opportunities Funds","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","0.50%","","Jan 01, 2013","-","0.5","2.3","5.5","9.1","8.7","9.9","54","50","44","52","26","29","9","0.4","2.6","2.5","2.7","2.5","2.3","2.1","1.3","3.0","3.5","2.1","4.0","2.7","2.1","0.8","0.6","2.0","1.7","3.3","3.0","5.8","12.0","8.7","11.8","10.7","29.29 (Jan 09, 18)","27.43 (Feb 09, 17)","9.40% Dewan Housing Finance Corporation Limited (30/05/2018) **","7.68% ONGC Petro Additions Limited (18/05/2020) ** #","8.03% Idea Cellular Limited (14/02/2022) **","Government of India (25/11/2023)","9.45% Vedanta Limited (17/08/2020) **","Tata Motors Finance Limited (12/03/2019) (ZCB) **","Shriram Transport Finance Company Limited (18/01/2019) (ZCB) **","9.06% Tata Power Company Limited (12/01/2023) (FRN) **","4.00% Indiabulls Housing Finance Limited (27/11/2019) **","7.04% National Bank For Agriculture and Rural Development (08/06/2020) **","CARE AAA","ICRA AAA(SO)","CARE AA+","SOV","CRISIL AA","CRISIL AA","CRISIL AA+","CARE AA","CARE AAA","IND AAA","60.47","59.28","58.49","52.43","42.81","42.02","36.75","35.83","35.57","35.57","4.59","4.50","4.44","3.98","3.25","3.19","2.79","2.72","2.70","2.70",0,0,92.64,"N.A",3.48,3.93,"20.76","34.86","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","1,317.3","Sep-17","1,171.6","Jun-17","1,001.9","Mar-17","602.6","Dec-16","590.9","Sep-16","481.2","Jun-16","353.1","Mar-16","317.9","Dec-15","681.0","Sep-15","864.6","Jun-15","833.5","Mar-15","740.2","Dec-14","418.9","Sep-14","118.1","Jun-14","155.9","Mar-14","159.5","Dec-13","143.1","Sep-13","123.1","Jun-13","83.9","Mar-13","32.3","1,317.3","Dec-29-2017","MODERATE"
"Aditya Birla Sun Life Short Term Opportunities Fund - Institutional Plan (G) ","Aditya Birla Sun Life Mutual Fund","Credit Opportunities Funds","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","0.50%","","Jun 27, 2008","1.2","2.6","4.1","9.8","10.4","10.3","10.2","1","2","3","2","2","4","2","2.4","2.7","2.5","2.1","2.3","1.2","2.9","3.4","2.8","2.3","2.6","2.0","0.8","3.1","2.1","0.4","3.3","3.0","2.2","2.1","7.1","11.4","10.3","11.1","9.4","17.60 (Oct 19, 15)","17.25 (Aug 04, 15)","Tata Motors Finance Solutions Ltd","8.40% GOI (MD 28/07/2024)","7.88% GOI (MD 19/03/2030)","Reliance Utilities & Power Pvt Ltd","SREI Equipment Finance Ltd","7.59% GOI (MD 20/03/2029)","Indiabulls Housing Finance Ltd","Pune Solapur Expressway Pvt Ltd","L&T Vrindavan Properties Ltd","S.D. Corporation Pvt. Ltd","CRISIL AA","SOV","SOV","CRISIL AAA","CARE AA-","SOV","CARE AAA","ICRA A(SO)","CARE AA+(SO)","ICRA AA+(SO)","0.06","0.05","0.04","0.03","0.02","0.02","0.02","0.02","0.02","0.02","11.94","9.87","6.93","5.58","4.37","4.10","3.88","3.88","3.78","3.32",0,0,95.6,"N.A",0,4.38,"38.69","57.65","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-15","0.5","Sep-15","2.7","Jun-15","2.6","Mar-15","2.6","Dec-14","2.5","Sep-14","2.4","Jun-14","2.4","Mar-14","2.3","Dec-13","2.4","Sep-13","9.5","Jun-13","12.7","Mar-13","12.3","0.5","Dec-31-2015","MODERATE"
"Aditya Birla Sun Life Short Term Opportunities Fund - Retail Plan (G) ","Aditya Birla Sun Life Mutual Fund","Credit Opportunities Funds","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","0.50%","","May 09, 2003","-","0.3","2.0","4.8","8.4","8.1","9.2","55","53","52","53","46","45","22","0.2","2.4","2.4","2.5","2.5","2.2","2.0","1.2","2.9","3.3","1.9","3.9","2.6","2.0","0.7","0.5","1.8","1.5","3.3","2.8","5.0","11.2","8.3","11.3","10.1","28.48 (Dec 07, 17)","26.82 (Feb 09, 17)","9.40% Dewan Housing Finance Corporation Limited (30/05/2018) **","7.68% ONGC Petro Additions Limited (18/05/2020) ** #","8.03% Idea Cellular Limited (14/02/2022) **","Government of India (25/11/2023)","9.45% Vedanta Limited (17/08/2020) **","Tata Motors Finance Limited (12/03/2019) (ZCB) **","Shriram Transport Finance Company Limited (18/01/2019) (ZCB) **","9.06% Tata Power Company Limited (12/01/2023) (FRN) **","4.00% Indiabulls Housing Finance Limited (27/11/2019) **","7.04% National Bank For Agriculture and Rural Development (08/06/2020) **","CARE AAA","ICRA AAA(SO)","CARE AA+","SOV","CRISIL AA","CRISIL AA","CRISIL AA+","CARE AA","CARE AAA","IND AAA","202.77","198.79","196.14","175.82","143.57","140.92","123.25","120.16","119.28","119.28","4.59","4.50","4.44","3.98","3.25","3.19","2.79","2.72","2.70","2.70",0,0,92.64,"N.A",3.48,3.93,"20.76","34.86","N.A.","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Dec-17","4,417.7","Sep-17","4,604.3","Jun-17","4,692.7","Mar-17","4,955.6","Dec-16","4,621.7","Sep-16","3,914.9","Jun-16","3,306.3","Mar-16","3,073.3","Dec-15","3,248.2","Sep-15","3,262.8","Jun-15","3,347.8","Mar-15","3,275.0","Dec-14","3,374.7","Sep-14","3,463.8","Jun-14","3,235.5","Mar-14","2,519.9","Dec-13","1,445.1","Sep-13","896.6","Jun-13","579.0","Mar-13","357.0","4,417.7","Dec-29-2017","MODERATE"
"Aditya Birla Sun Life Small and Midcap Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Small & Mid Cap","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","CNX Midcap","Jan 01, 2013","3.4","9.6","18.8","48.4","40.4","24.4","28.7","110","82","45","32","6","10","16","21.1","-8.3","3.1","6.8","-11.8","4.5","15.7","-1.6","32.5","1.6","4.3","10.5","2.1","4.9","-4.4","16.4","-9.7","7.0","11.7","19.1","57.2","9.7","13.5","67.3","3.7","48.02 (Jan 15, 18)","31.10 (Jan 20, 17)","DCB Bank","PNC Infratech","Repco Home","Guj State Petro","Chennai Petro","Johnson Control","Jyothy Labs","CG Power ","S Chand and Co","Satin Credit","Banking/Finance","Real Estate","Banking/Finance","Oil & Gas","Oil & Gas","Cons Durable","Cons NonDurable","Engineering","Miscellaneous","Miscellaneous","7.65","7.30","6.85","6.52","6.47","6.34","6.28","6.26","6.18","5.99","2.86","2.73","2.56","2.44","2.42","2.37","2.35","2.34","2.31","2.24",82.76,2.17,0,"N.A",0,15.08,"13.01","24.62","33.35","Banking/Finance","Miscellaneous","Manufacturing","Engineering","Cement","Oil & Gas","12.79","11.77","8.79","7.76","6.18","5.74","19.60","3.57","8.23","9.52","7.45","7.39","19.60","3.57","8.23","9.52","7.45","7.39","Dec-17","267.4","Sep-17","177.1","Jun-17","117.8","Mar-17","61.0","Dec-16","44.7","Sep-16","25.1","Jun-16","12.7","Mar-16","9.4","Dec-15","7.7","Sep-15","7.2","Jun-15","5.9","Mar-15","5.4","Dec-14","3.9","Sep-14","2.0","Jun-14","1.0","Mar-14","0.9","Dec-13","1.7","Sep-13","1.7","Jun-13","1.9","Mar-13","2.0","267.4","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Small and Midcap Fund (G) ","Aditya Birla Sun Life Mutual Fund","Small & Mid Cap","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","CNX Midcap","Apr 09, 2007","3.3","9.3","18.0","46.6","39.0","23.3","27.5","115","87","51","40","8","17","21","20.8","-8.5","2.9","6.6","-11.0","4.3","15.5","-1.8","32.2","1.4","4.0","10.3","1.9","4.6","-4.6","16.0","-9.9","6.8","11.4","18.9","55.4","8.8","12.7","65.7","4.1","45.89 (Jan 15, 18)","30.07 (Jan 20, 17)","DCB Bank","PNC Infratech","Repco Home","Guj State Petro","Chennai Petro","Johnson Control","Jyothy Labs","CG Power ","S Chand and Co","Satin Credit","Banking/Finance","Real Estate","Banking/Finance","Oil & Gas","Oil & Gas","Cons Durable","Cons NonDurable","Engineering","Miscellaneous","Miscellaneous","34.53","32.96","30.91","29.46","29.22","28.61","28.37","28.25","27.89","27.04","2.86","2.73","2.56","2.44","2.42","2.37","2.35","2.34","2.31","2.24",82.76,2.17,0,"N.A",0,15.08,"13.01","24.62","33.35","Banking/Finance","Miscellaneous","Manufacturing","Engineering","Cement","Oil & Gas","12.79","11.77","8.79","7.76","6.18","5.74","19.60","3.57","8.23","9.52","7.45","7.39","19.60","3.57","8.23","9.52","7.45","7.39","Dec-17","1,207.4","Sep-17","892.1","Jun-17","658.3","Mar-17","422.7","Dec-16","328.8","Sep-16","257.6","Jun-16","191.3","Mar-16","165.9","Dec-15","176.4","Sep-15","180.1","Jun-15","178.7","Mar-15","182.8","Dec-14","165.5","Sep-14","124.3","Jun-14","101.4","Mar-14","83.6","Dec-13","83.5","Sep-13","80.8","Jun-13","91.4","Mar-13","102.2","1,207.4","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Special Situations Fund - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","Diversified Equity","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE 200","Jan 01, 2013","5.1","7.3","17.1","34.9","30.6","17.7","22.3","58","118","21","72","31","26","20","13.1","-9.4","7.7","6.1","-9.5","3.5","12.9","-5.0","34.0","-1.1","6.3","12.4","2.4","1.2","-3.4","8.4","-9.6","1.5","12.6","14.0","37.6","7.3","8.1","62.7","0.9","28.20 (Jan 15, 18)","20.53 (Jan 20, 17)","ICICI Bank","Guj Alkali","HDFC Bank","Yes Bank","IndusInd Bank","Hindalco","Maruti Suzuki","Muthoot Cap","HPCL","Satin Credit","Banking/Finance","Chemicals","Banking/Finance","Banking/Finance","Banking/Finance","Metals & Mining","Automotive","Banking/Finance","Oil & Gas","Miscellaneous","0.57","0.38","0.36","0.35","0.34","0.30","0.30","0.30","0.26","0.24","6.67","4.48","4.19","4.13","4.04","3.57","3.54","3.52","3.05","2.79",98.54,0,0,"N.A",0,1.46,"23.51","39.98","46.95","Banking/Finance","Automotive","Chemicals","Metals & Mining","Technology","Oil & Gas","30.58","8.90","7.47","6.83","5.96","5.69","26.53","8.97","9.57","3.42","11.07","5.54","26.53","8.97","9.57","3.42","11.07","5.54","Dec-17","8.5","Sep-17","6.1","Jun-17","5.7","Mar-17","5.2","Dec-16","4.2","Sep-16","2.8","Jun-16","2.6","Mar-16","1.8","Dec-15","1.9","Sep-15","1.8","Jun-15","1.7","Mar-15","1.6","Dec-14","0.9","Sep-14","0.7","Jun-14","0.3","Mar-14","0.1","Dec-13","0.1","Sep-13","0.1","Jun-13","0.1","Mar-13","0.0","8.5","Dec-29-2017","HIGH"
"Aditya Birla Sun Life Special Situations Fund (G) ","Aditya Birla Sun Life Mutual Fund","Diversified Equity","Open-Ended","Growth",5000,"N.A.","N.A.","N.A.","1.00%","BSE 200","Jan 15, 2008","5.0","7.1","16.7","34.0","29.7","16.9","21.5","62","126","27","83","42","35","30","12.9","-9.5","7.5","5.9","-9.1","3.3","12.7","-5.1","33.8","-1.2","6.1","12.3","2.2","1.0","-3.5","8.2","-9.7","1.3","12.4","13.9","36.7","6.7","7.4","61.6","1.0","27.33 (Jan 15, 18)","20.03 (Jan 20, 17)","ICICI Bank","Guj Alkali","HDFC Bank","Yes Bank","IndusInd Bank","Hindalco","Maruti Suzuki","Muthoot Cap","HPCL","Satin Credit","Banking/Finance","Chemicals","Banking/Finance","Banking/Finance","Banking/Finance","Metals & Mining","Automotive","Banking/Finance","Oil & Gas","Miscellaneous","11.12","7.47","6.99","6.89","6.74","5.95","5.90","5.87","5.09","4.65","6.67","4.48","4.19","4.13","4.04","3.57","3.54","3.52","3.05","2.79",98.54,0,0,"N.A",0,1.46,"23.51","39.98","46.95","Banking/Finance","Automotive","Chemicals","Metals & Mining","Technology","Oil & Gas","30.58","8.90","7.47","6.83","5.96","5.69","26.53","8.97","9.57","3.42","11.07","5.54","26.53","8.97","9.57","3.42","11.07","5.54","Dec-17","166.8","Sep-17","161.2","Jun-17","153.5","Mar-17","143.5","Dec-16","137.8","Sep-16","138.0","Jun-16","121.0","Mar-16","115.9","Dec-15","131.9","Sep-15","136.0","Jun-15","136.6","Mar-15","142.1","Dec-14","140.0","Sep-14","142.4","Jun-14","133.9","Mar-14","120.3","Dec-13","124.4","Sep-13","119.9","Jun-13","137.6","Mar-13","153.8","166.8","Dec-29-2017","HIGH"
"Aditya Birla Sun Life Tax Plan - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","ELSS","Open-Ended","Growth",500,"N.A.","N.A.","N.A.","N.A.","BSE Sensitive Index","Jan 01, 2013","1.9","6.6","14.3","38.4","27.1","15.8","22.3","92","79","24","27","44","19","9","14.2","-4.1","8.4","5.8","-8.4","5.6","7.8","-2.8","19.7","2.5","4.8","6.8","-1.5","8.3","-2.0","12.6","-7.6","3.2","12.7","15.9","44.0","3.9","9.3","54.5","8.2","42.74 (Jan 15, 18)","30.17 (Jan 20, 17)","Sundaram-Clayto","Honeywell Autom","Gillette India","Bayer CropScien","Johnson Control","Thomas Cook","Reliance","Pfizer","GlaxoSmithKline","Shoppers Stop","Automotive","Telecom","Cons NonDurable","Chemicals","Cons Durable","Miscellaneous","Oil & Gas","Pharmaceuticals","Pharmaceuticals","Real Estate","29.20","26.63","22.58","18.66","17.38","14.22","13.68","13.42","12.96","11.47","59.15","53.96","45.75","37.81","35.22","28.80","27.72","27.19","26.26","23.24",688.65,0,0,"N.A",0,3.82,"231.89","365.10","283.72","Automotive","Banking/Finance","Pharmaceuticals","Cons NonDurable","Telecom","Miscellaneous","114.64","92.04","77.04","67.68","53.96","52.89","18.08","17.67","10.21","6.69","4.93","6.82","18.08","17.67","10.21","6.69","4.93","6.82","Dec-17","49.4","Sep-17","40.2","Jun-17","34.4","Mar-17","25.0","Dec-16","18.8","Sep-16","16.6","Jun-16","13.7","Mar-16","9.7","Dec-15","7.3","Sep-15","6.4","Jun-15","5.6","Mar-15","4.2","Dec-14","2.6","Sep-14","2.1","Jun-14","1.7","Mar-14","1.1","Dec-13","0.8","Sep-13","0.6","Jun-13","0.5","Mar-13","0.2","49.4","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Tax Plan (G) ","Aditya Birla Sun Life Mutual Fund","ELSS","Open-Ended","Growth",500,"N.A.","N.A.","N.A.","N.A.","BSE Sensitive Index","Oct 01, 2006","1.8","6.3","13.7","36.8","25.6","14.5","21.0","95","87","32","37","54","31","17","13.9","-4.3","8.2","5.7","-8.2","5.3","7.5","-3.0","19.4","2.2","4.5","6.4","-1.7","8.1","-2.2","12.4","-7.9","3.0","12.4","15.7","42.4","2.8","8.3","53.3","7.7","40.64 (Jan 15, 18)","29.02 (Jan 20, 17)","Sundaram-Clayto","Honeywell Autom","Gillette India","Bayer CropScien","Johnson Control","Thomas Cook","Reliance","Pfizer","GlaxoSmithKline","Shoppers Stop","Automotive","Telecom","Cons NonDurable","Chemicals","Cons Durable","Miscellaneous","Oil & Gas","Pharmaceuticals","Pharmaceuticals","Real Estate","351.13","320.32","271.58","224.45","209.07","170.96","164.55","161.41","155.88","137.96","59.15","53.96","45.75","37.81","35.22","28.80","27.72","27.19","26.26","23.24",688.65,0,0,"N.A",0,3.82,"231.89","365.10","283.72","Automotive","Banking/Finance","Pharmaceuticals","Cons NonDurable","Telecom","Miscellaneous","114.64","92.04","77.04","67.68","53.96","52.89","18.08","17.67","10.21","6.69","4.93","6.82","18.08","17.67","10.21","6.69","4.93","6.82","Dec-17","593.6","Sep-17","536.8","Jun-17","498.8","Mar-17","426.9","Dec-16","386.5","Sep-16","374.8","Jun-16","331.7","Mar-16","285.8","Dec-15","276.6","Sep-15","270.4","Jun-15","257.6","Mar-15","233.9","Dec-14","188.9","Sep-14","162.9","Jun-14","135.1","Mar-14","119.2","Dec-13","115.4","Sep-13","109.2","Jun-13","116.0","Mar-13","125.0","593.6","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Tax Relief 96 - Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","ELSS","Open-Ended","Growth",500,"N.A.","N.A.","N.A.","N.A.","BSE 200","Jan 01, 2013","1.9","6.7","14.4","38.8","27.5","16.1","22.9","92","78","23","23","41","17","7","14.4","-4.2","8.7","6.0","-8.5","5.7","8.0","-2.8","20.0","2.6","4.8","7.0","-1.5","8.6","-1.8","12.9","-7.8","3.4","13.1","16.0","44.6","4.0","10.0","56.0","8.7","33.90 (Jan 15, 18)","23.86 (Jan 20, 17)","Sundaram-Clayto","Honeywell Autom","Gillette India","Bayer CropScien","Johnson Control","Thomas Cook","Reliance","Pfizer","GlaxoSmithKline","Shoppers Stop","Automotive","Telecom","Cons NonDurable","Chemicals","Cons Durable","Miscellaneous","Oil & Gas","Pharmaceuticals","Pharmaceuticals","Real Estate","26.85","25.42","21.82","18.29","16.99","13.96","13.53","13.16","12.76","11.23","8.06","7.63","6.55","5.49","5.10","4.19","4.06","3.95","3.83","3.37",98.76,0,0,"N.A",0,1.24,"32.83","52.23","40.39","Automotive","Banking/Finance","Pharmaceuticals","Cons NonDurable","Miscellaneous","Telecom","16.04","13.18","11.17","9.71","7.65","7.63","17.87","18.46","10.37","6.77","6.80","4.92","17.87","18.46","10.37","6.77","6.80","4.92","Dec-17","333.2","Sep-17","260.1","Jun-17","217.6","Mar-17","155.8","Dec-16","114.1","Sep-16","98.1","Jun-16","79.5","Mar-16","53.1","Dec-15","43.6","Sep-15","38.7","Jun-15","34.1","Mar-15","28.0","Dec-14","20.1","Sep-14","16.4","Jun-14","12.7","Mar-14","9.1","Dec-13","6.7","Sep-13","4.9","Jun-13","3.6","Mar-13","1.4","333.2","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Tax Relief 96 (G) ","Aditya Birla Sun Life Mutual Fund","ELSS","Open-Ended","Growth",500,"N.A.","N.A.","N.A.","N.A.","BSE 200","Mar 06, 2008","1.7","6.5","13.8","37.3","26.3","15.1","21.8","96","84","29","33","50","25","11","14.1","-4.5","8.5","6.0","-8.1","5.4","7.8","-2.8","19.7","2.4","4.5","6.8","-1.7","8.3","-2.1","12.6","-8.0","3.2","12.8","15.8","43.1","3.1","9.2","54.9","8.3","32.46 (Jan 15, 18)","23.09 (Jan 20, 17)","Sundaram-Clayto","Honeywell Autom","Gillette India","Bayer CropScien","Johnson Control","Thomas Cook","Reliance","Pfizer","GlaxoSmithKline","Shoppers Stop","Automotive","Telecom","Cons NonDurable","Chemicals","Cons Durable","Miscellaneous","Oil & Gas","Pharmaceuticals","Pharmaceuticals","Real Estate","323.17","305.93","262.63","220.13","204.49","168.00","162.79","158.38","153.57","135.12","8.06","7.63","6.55","5.49","5.10","4.19","4.06","3.95","3.83","3.37",98.76,0,0,"N.A",0,1.24,"32.83","52.23","40.39","Automotive","Banking/Finance","Pharmaceuticals","Cons NonDurable","Miscellaneous","Telecom","16.04","13.18","11.17","9.71","7.65","7.63","17.87","18.46","10.37","6.77","6.80","4.92","17.87","18.46","10.37","6.77","6.80","4.92","Dec-17","4,009.6","Sep-17","3,501.3","Jun-17","3,160.6","Mar-17","2,579.7","Dec-16","2,308.5","Sep-16","2,275.5","Jun-16","2,061.6","Mar-16","1,855.7","Dec-15","1,904.1","Sep-15","1,933.6","Jun-15","1,930.4","Mar-15","1,980.1","Dec-14","1,788.9","Sep-14","1,672.9","Jun-14","1,503.3","Mar-14","1,401.7","Dec-13","1,394.6","Sep-13","1,309.3","Jun-13","1,381.9","Mar-13","1,479.9","4,009.6","Dec-29-2017","MODERATELY HIGH"
"Aditya Birla Sun Life Tax Savings Fund- Direct Plan (G) ","Aditya Birla Sun Life Mutual Fund","ELSS","Open-Ended","Growth",500,"N.A.","N.A.","N.A.","N.A.","BSE 100","Jan 01, 2013","1.7","6.3","13.8","37.3","26.4","14.8","19.4","98","86","29","33","49","27","32","14.2","-4.5","8.1","6.6","-5.8","5.2","7.7","-2.9","18.8","-0.4","4.7","6.6","-1.8","4.1","-3.1","12.5","-7.8","2.9","13.6","10.9","43.2","3.1","8.2","49.8","3.1","76.43 (Jan 15, 18)","54.37 (Jan 20, 17)","Sundaram-Clayto","Honeywell Autom","Gillette India","Bayer CropScien","Johnson Control","Thomas Cook","Pfizer","GlaxoSmithKline","Shoppers Stop","ICRA","Automotive","Telecom","Cons NonDurable","Chemicals","Cons Durable","Miscellaneous","Pharmaceuticals","Pharmaceuticals","Real Estate","Miscellaneous","0.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.26","7.80","6.68","5.26","5.13","4.02","3.74","3.58","3.26","3.23",97.89,0,0,"N.A",0,2.1,"33.13","50.96","40.76","Automotive","Banking/Finance","Pharmaceuticals","Cons NonDurable","Telecom","Miscellaneous","16.45","13.53","10.78","9.91","7.80","7.61","18.58","19.42","9.30","6.02","5.04","6.41","18.58","19.42","9.30","6.02","5.04","6.41","Dec-17","0.1","Sep-17","0.1","Jun-17","0.1","Mar-17","0.1","Dec-16","0.1","Sep-16","0.1","Jun-16","0.1","Mar-16","0.1","Dec-15","0.1","Sep-15","0.1","Jun-15","0.1","Mar-15","0.1","Dec-14","0.1","Sep-14","0.1","Jun-14","0.1","Mar-14","0.1","Dec-13","0.1","Sep-13","0.0","Jun-13","0.0","Mar-13","0.0","0.1","Dec-29-2017","HIGH"
"Aditya Birla Sun Life Tax Savings Fund(G) ","Aditya Birla Sun Life Mutual Fund","ELSS","Open-Ended","Growth",500,"N.A.","N.A.","N.A.","N.A.","BSE 100","Mar 12, 2004","1.7","6.3","13.6","37.5","26.3","14.8","18.6","99","88","34","32","50","27","39","14.4","-4.6","8.3","6.2","-6.0","5.3","7.7","-2.8","18.4","-0.7","4.6","6.5","-1.9","3.8","-3.4","12.4","-7.9","2.8","13.4","10.6","43.3","2.8","8.3","48.2","1.9","74.32 (Jan 15, 18)","52.81 (Jan 20, 17)","Sundaram-Clayto","Honeywell Autom","Gillette India","Bayer CropScien","Johnson Control","Thomas Cook","Pfizer","GlaxoSmithKline","Shoppers Stop","ICRA","Automotive","Telecom","Cons NonDurable","Chemicals","Cons Durable","Miscellaneous","Pharmaceuticals","Pharmaceuticals","Real Estate","Miscellaneous","2.22","2.10","1.79","1.41","1.38","1.08","1.00","0.96","0.88","0.87","8.26","7.80","6.68","5.26","5.13","4.02","3.74","3.58","3.26","3.23",97.89,0,0,"N.A",0,2.1,"33.13","50.96","40.76","Automotive","Banking/Finance","Pharmaceuticals","Cons NonDurable","Telecom","Miscellaneous","16.45","13.53","10.78","9.91","7.80","7.61","18.58","19.42","9.30","6.02","5.04","6.41","18.58","19.42","9.30","6.02","5.04","6.41","Dec-17","26.9","Sep-17","25.6","Jun-17","24.9","Mar-17","24.1","Dec-16","23.9","Sep-16","24.9","Jun-16","23.6","Mar-16","22.5","Dec-15","24.3","Sep-15","25.3","Jun-15","25.8","Mar-15","27.1","Dec-14","25.3","Sep-14","24.7","Jun-14","23.4","Mar-14","21.7","Dec-13","22.2","Sep-13","21.7","Jun-13","23.9","Mar-13","26.0","26.9","Dec-29-2017","HIGH"
